abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,generation,height_m,hp,image,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pokémon,77,600000,3,1.0,66,images/lileep.png,0,Lilylaリリーラ,Lileep,88.1,345,61,87,23,rock,grass,23.8
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,5,1.1,70,images/lilligant.png,0,Dredearドレディア,Lilligant,0,549,110,75,90,grass,,16.3
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pokémon,45,1059860,5,0.4,45,images/lillipup.png,0,Yorterrieヨーテリー,Lillipup,50,506,25,45,55,normal,,4.1
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush Pokémon,61,1000000,3,0.5,78,images/linoone.png,0,Massugumaマッスグマ,Linoone,50,264,50,61,100,normal,,32.5
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,6,0.6,62,images/litleo.png,0,Shishikoシシコ,Litleo,11.2,667,73,54,72,fire,normal,13.5
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,45,Fire Cat Pokémon,40,1059860,7,0.4,45,images/litten.png,0,Nyabbyニャビー,Litten,88.1,725,60,40,70,fire,,4.3
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,Candle Pokémon,55,1059860,5,0.3,50,images/litwick.png,0,Hitomoshiヒトモシ,Litwick,50,607,65,55,20,ghost,fire,3.1
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,3,1.2,60,images/lombre.png,0,Hasubreroハスブレロ,Lombre,50,271,60,70,50,water,grass,32.5
"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit Pokémon,94,1000000,4,1.2,65,images/lopunny.png,0,Mimilopミミロップ,Lopunny,50,428,54,96,135,normal,,33.3
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pokémon,30,1059860,3,0.5,40,images/lotad.png,0,Hassbohハスボー,Lotad,50,270,40,50,30,water,grass,2.6
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pokémon,43,1059860,3,1.0,84,images/loudred.png,0,Dogohmbドゴーム,Loudred,50,294,71,43,48,normal,,40.5
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura Pokémon,88,1059860,4,1.2,70,images/lucario.png,0,Lucarioルカリオ,Lucario,88.1,448,140,70,112,fighting,steel,54.0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,3,1.5,80,images/ludicolo.png,0,Runpappaルンパッパ,Ludicolo,50,272,90,100,70,water,grass,55.0
"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving Pokémon,130,1250000,2,5.2,106,images/lugia.png,1,Lugiaルギア,Lugia,0,249,90,154,110,psychic,flying,216.0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon Pokémon,76,600000,4,1.2,69,images/lumineon.png,0,Neolantネオラント,Lumineon,50,457,69,86,91,water,,24.0
['Shadow Shield'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,30720,0,680,45,Moone Pokémon,89,1250000,7,4.0,137,images/lunala.png,1,Lunalaルナアーラ,Lunala,0,792,137,107,97,psychic,ghost,120.0
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pokémon,65,800000,3,1.0,90,images/lunatone.png,0,Lunatoneルナトーン,Lunatone,0,337,95,85,70,rock,psychic,168.0
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,7,0.9,70,images/lurantis.png,0,Lalantesラランテス,Lurantis,50,754,80,90,45,grass,,18.5
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous Pokémon,55,800000,3,0.6,43,images/luvdisc.png,0,Lovecusラブカス,Luvdisc,24.6,370,40,65,97,water,,8.7
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,Spark Pokémon,49,1059860,4,0.9,60,images/luxio.png,0,Luxioルクシオ,Luxio,50,404,60,49,60,electric,,30.5
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,4,1.4,80,images/luxray.png,0,Rentorarレントラー,Luxray,50,405,95,79,70,electric,,42.0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,Wolf Pokémon,75,1000000,7,0,85,images/lycanroc-midday.png,0,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,50,745,55,75,82,rock,,0
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,130,5120,70,505,45,Superpower Pokémon,80,1059860,1,1.6,90,images/machamp.png,0,Kairikyカイリキー,Machamp,75.4,68,65,85,55,fighting,,130.0
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,405,90,Superpower Pokémon,70,1059860,1,1.5,80,images/machoke.png,0,Gorikyゴーリキー,Machoke,75.4,67,50,60,45,fighting,,70.5
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Superpower Pokémon,50,1059860,1,0.8,70,images/machop.png,0,Wanrikyワンリキー,Machop,75.4,66,35,35,35,fighting,,19.5
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pokémon,37,1000000,2,0.7,45,images/magby.png,0,Bubyブビィ,Magby,75.4,240,70,55,83,fire,,21.4
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava Pokémon,120,1000000,2,0.8,60,images/magcargo.png,0,Magcargotマグカルゴ,Magcargo,50,219,90,80,30,fire,rock,55.0
['Soul-Heart'],0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,95,30720,0,600,3,Artificial Pokémon,115,1250000,7,1.0,80,images/magearna.png,1,Magearnaマギアナ,Magearna,0,801,130,115,65,steel,fairy,80.5
"['Swift Swim', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10,1280,70,200,255,Fish Pokémon,55,1250000,1,0.9,20,images/magikarp.png,0,Koikingコイキング,Magikarp,50,129,15,20,80,water,,10.0
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1,1.3,65,images/magmar.png,0,Booberブーバー,Magmar,75.4,126,100,85,93,fire,,44.5
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pokémon,67,1000000,4,1.6,75,images/magmortar.png,0,Booburnブーバーン,Magmortar,75.4,467,125,95,83,fire,,68.0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,35,5120,70,325,190,Magnet Pokémon,70,1000000,1,0.3,25,images/magnemite.png,0,Coilコイル,Magnemite,0,81,95,55,45,electric,steel,6.0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,5120,70,465,60,Magnet Pokémon,95,1000000,1,1.0,50,images/magneton.png,0,Rarecoilレアコイル,Magneton,0,82,120,70,70,electric,steel,60.0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,4,1.2,70,images/magnezone.png,0,Jibacoilジバコイル,Magnezone,0,462,130,90,60,electric,steel,180.0
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts Pokémon,30,1640000,3,1.0,72,images/makuhita.png,0,Makunoshitaマクノシタ,Makuhita,75.4,296,20,30,25,fighting,,86.4
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,Overturning Pokémon,88,1000000,6,1.5,86,images/malamar.png,0,Calamaneroカラマネロ,Malamar,50,687,68,75,73,dark,psychic,47.0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,4,2.5,110,images/mamoswine.png,0,Mammooマンムー,Mamoswine,50,473,70,60,80,ice,ground,291.0
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,4,0.3,100,images/manaphy.png,1,Manaphyマナフィ,Manaphy,0,490,100,100,100,water,,1.4
"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,5,1.2,110,images/mandibuzz.png,0,Vulginaバルジーナ,Mandibuzz,0,630,55,95,80,dark,flying,39.5
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pokémon,80,1250000,3,1.5,70,images/manectric.png,0,Livoltライボルト,Manectric,50,310,135,80,135,electric,,40.2
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,190,Pig Monkey Pokémon,35,1000000,1,0.5,40,images/mankey.png,0,Mankeyマンキー,Mankey,50,56,35,45,70,fighting,,28.0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite Pokémon,70,1250000,2,2.1,85,images/mantine.png,0,Mantainマンタイン,Mantine,50,226,80,140,70,water,flying,220.0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite Pokémon,50,1250000,4,1.0,45,images/mantyke.png,0,Tamantaタマンタ,Mantyke,50,458,60,120,50,water,flying,65.0
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,5,1.0,75,images/maractus.png,0,Maracacchiマラカッチ,Maractus,50,556,106,67,60,grass,,28.0
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,305,190,Brutal Star Pokémon,62,1000000,7,0.4,50,images/mareanie.png,0,Hidoideヒドイデ,Mareanie,50,747,43,52,45,poison,water,8.0
"['Static', 'Plus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,280,235,Wool Pokémon,40,1059860,2,0.6,55,images/mareep.png,0,Merriepメリープ,Mareep,50,179,65,45,35,electric,,7.8
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,20,2560,70,250,190,Aquamouse Pokémon,50,800000,2,0.4,70,images/marill.png,0,Marilマリル,Marill,50,183,20,50,40,water,fairy,8.5
"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,1,0,60,images/marowak.png,0,Garagaraガラガラ,Marowak,50,105,50,80,45,ground,fire,0
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,3,0.7,70,images/marshtomp.png,0,Numacrawヌマクロー,Marshtomp,88.1,259,60,70,50,water,ground,28.0
"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pokémon,62,1000000,3,0.8,70,images/masquerain.png,0,Amemothアメモース,Masquerain,50,284,100,82,80,bug,flying,3.6
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pokémon,125,800000,3,0.6,50,images/mawile.png,0,Kucheatクチート,Mawile,50,303,55,95,50,steel,fairy,11.5
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pokémon,85,1000000,3,1.3,60,images/medicham.png,0,Charemチャーレム,Medicham,50,308,80,85,100,fighting,psychic,31.5
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate Pokémon,55,1000000,3,0.6,30,images/meditite.png,0,Asananアサナン,Meditite,50,307,40,55,60,fighting,psychic,11.2
"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,2,1.8,80,images/meganium.png,0,Meganiumメガニウム,Meganium,88.1,154,83,100,80,grass,,100.5
['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,Melody Pokémon,90,1250000,5,0.6,100,images/meloetta-aria.png,1,Meloetta (step Forme)メロエッタ,Meloetta,0,648,77,77,128,normal,psychic,6.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,Constraint Pokémon,76,1000000,6,0.6,74,images/meowstic-male.png,0,Nyaonixニャオニクス,Meowstic,50,678,83,81,104,psychic,,8.5
"['Pickup', 'Technician', 'Unnerve', 'Pickup', 'Technician', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,35,5120,70,290,255,Scratch Cat Pokémon,35,1000000,1,0,40,images/meowth.png,0,Nyarthニャース,Meowth,50,52,50,40,90,normal,dark,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion Pokémon,105,1250000,4,0.3,80,images/mesprit.png,1,Emritエムリット,Mesprit,0,481,105,105,80,psychic,,0.3
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,3,1.6,80,images/metagross.png,0,Metagrossメタグロス,Metagross,0,376,105,110,110,steel,psychic,550.0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,3,1.2,60,images/metang.png,0,Metangメタング,Metang,0,375,55,80,50,steel,psychic,202.5
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,20,3840,70,205,120,Cocoon Pokémon,55,1000000,1,0.7,50,images/metapod.png,0,Transelトランセル,Metapod,50,11,25,25,30,bug,,9.9
['Synchronize'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,45,New Species Pokémon,100,1059860,1,0.4,100,images/mew.png,1,Mewミュウ,Mew,0,151,100,100,100,psychic,,4.0
"['Pressure', 'Unnerve']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,780,3,Genetic Pokémon,70,1250000,1,2.0,106,images/mewtwo.png,1,Mewtwoミュウツー,Mewtwo,0,150,194,120,140,psychic,,122.0
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,5,0.9,45,images/mienfoo.png,0,Kojofuコジョフー,Mienfoo,50,619,55,50,65,fighting,,20.0
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,5,1.4,65,images/mienshao.png,0,Kojondoコジョンド,Mienshao,50,620,95,60,105,fighting,,35.5
"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite Pokémon,70,1000000,3,1.0,70,images/mightyena.png,0,Graenaグラエナ,Mightyena,50,262,60,60,70,dark,,37.0
"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,3,6.2,95,images/milotic.png,0,Milokarossミロカロス,Milotic,50,350,100,125,81,water,,162.0
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,2,1.2,95,images/miltank.png,0,Miltankミルタンク,Miltank,0,241,40,70,100,normal,,75.5
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime Pokémon,45,1000000,4,0.6,20,images/mime-jr.png,0,Maneneマネネ,Mime Jr.,50,439,70,90,60,psychic,fairy,13.0
['Disguise'],0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,476,45,Disguise Pokémon,80,1000000,7,0.2,55,images/mimikyu.png,0,Mimikkyuミミッキュ,Mimikyu,50,778,50,105,96,ghost,fairy,0.7
"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,Chinchilla Pokémon,40,800000,5,0.4,55,images/minccino.png,0,Chillarmyチラーミィ,Minccino,24.6,572,40,40,75,normal,,5.8
['Shields Down'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,500,30,Meteor Pokémon,60,1059860,7,0.3,60,images/minior-meteor.png,0,Metenoメテノ,Minior,0,774,100,60,120,rock,flying,40.0
"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pokémon,50,1000000,3,0.4,60,images/minun.png,0,Minunマイナン,Minun,50,312,75,85,95,electric,,4.2
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,45,Screech Pokémon,60,800000,2,0.7,60,images/misdreavus.png,0,Mumaムウマ,Misdreavus,50,200,85,85,85,ghost,,1.0
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical Pokémon,60,800000,4,0.9,60,images/mismagius.png,0,Mumargiムウマージ,Mismagius,50,429,105,105,105,ghost,,4.4
"['Pressure', 'Flame Body']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,100,20480,35,580,3,Flame Pokémon,90,1250000,1,2.0,90,images/moltres.png,1,Fireファイヤー,Moltres,0,146,125,85,90,fire,flying,60.0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,Playful Pokémon,52,1059860,4,0.9,64,images/monferno.png,0,Moukazaruモウカザル,Monferno,88.1,391,78,52,81,fire,fighting,22.0
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,Illuminating Pokémon,55,1000000,7,0.2,40,images/morelull.png,0,Nemasyuネマシュ,Morelull,50,755,65,75,15,grass,fairy,1.5
"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth Pokémon,50,1000000,4,0.9,70,images/mothim.png,0,Gamaleガーメイル,Mothim,100,414,94,50,66,bug,flying,23.3
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,6400,70,460,45,Barrier Pokémon,65,1000000,1,1.3,40,images/mr-mime.png,0,Barrierdバリヤード,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,385,190,Donkey Pokémon,70,1000000,7,1.0,70,images/mudbray.png,0,Dorobankoドロバンコ,Mudbray,50,749,45,55,45,ground,,110.0
"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,Mud Fish Pokémon,50,1059860,3,0.4,50,images/mudkip.png,0,Mizugorouミズゴロウ,Mudkip,88.1,258,50,50,40,water,,7.6
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,7,2.5,100,images/mudsdale.png,0,Banbadoroバンバドロ,Mudsdale,50,750,55,85,35,ground,,920.0
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,5120,70,500,75,Sludge Pokémon,75,1000000,1,0,105,images/muk.png,0,Betbetonベトベトン,Muk,50,89,65,100,50,poison,poison,0
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater Pokémon,40,1250000,4,0.6,135,images/munchlax.png,0,Gonbeゴンベ,Munchlax,88.1,446,40,85,5,normal,,105.0
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pokémon,45,800000,5,0.6,76,images/munna.png,0,Munnaムンナ,Munna,50,517,67,55,24,psychic,,23.3
"['Insomnia', 'Super Luck', 'Prankster']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,30,Darkness Pokémon,42,1059860,2,0.5,60,images/murkrow.png,0,Yamikarasuヤミカラス,Murkrow,50,198,85,42,91,dark,flying,2.1
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pokémon,85,800000,5,1.1,116,images/musharna.png,0,Musharnaムシャーナ,Musharna,50,518,107,95,29,psychic,,60.5
"['Synchronize', 'Early Bird', 'Magic Bounce']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,5120,70,320,190,Little Bird Pokémon,45,1000000,2,0.2,40,images/natu.png,0,Natyネイティ,Natu,50,177,70,45,70,psychic,flying,2.0
['Prism Armor'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,107,30720,0,600,3,Prism Pokémon,101,1250000,7,2.4,97,images/necrozma.png,1,Necrozmaネクロズマ,Necrozma,0,800,127,89,79,psychic,,230.0
"['Poison Point', 'Rivalry', 'Sheer Force']",0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,102,5120,70,505,45,Drill Pokémon,77,1059860,1,1.4,81,images/nidoking.png,0,Nidokingニドキング,Nidoking,100,34,85,75,85,poison,ground,62.0
"['Poison Point', 'Rivalry', 'Sheer Force']",0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,92,5120,70,505,45,Drill Pokémon,87,1059860,1,1.3,90,images/nidoqueen.png,0,Nidoqueenニドクイン,Nidoqueen,0,31,75,85,76,poison,ground,60.0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,47,5120,70,275,235,Poison Pin Pokémon,52,1059860,1,0.4,55,images/nidoran-f.png,0,Nidoran?ニドラン♀,Nidoran♀,0,29,40,40,41,poison,,7.0
